"súly"
"1" 0,523746986515697
"2" 1,0236802574426
"3" 0,496063630896558
"4" 0,587631805433491
"5" 0,512777948576719
"6" 1,60781751326376
"7" 1,241911631968
"8" 1,10961862979561
"9" 2,05764796649593
"10" 0,806160128814434
"11" 0,491126461016557
"12" 0,768250635988374
"13" 1,69362464137639
"14" 1,53590326268863
"15" 1,457154520978
"16" 1,56647589756419
"17" 0,671437214721935
"18" 0,983993980984924
"19" 0,481013713411982
"20" 2,89967240847492
"21" 3,96555806658384
"22" 0,655734807996296
"23" 0,97544526635505
"24" 0,692520867976491
"25" 0,857427379628223
"26" 0,668523433870996
"27" 0,805705054573678
"28" 1,55279350822557
"29" 0,51923547830044
"30" 0,818897432528369
"31" 0,279096988659605
"32" 1,58074828308513
"33" 0,962652085044357
"34" 1,1747125371135
"35" 0,803365368085736
"36" 0,624697383007202
"37" 0,832759035761353
"38" 2,38799927857517
"39" 1,13782263264402
"40" 1,53452356085197
"41" 1,85771757041258
"42" 0,668015740823272
"43" 2,49673014668891
"44" 0,448350552321326
"45" 1,45146950205101
"46" 0,93263372193005
"47" 1,42962542674679
"48" 0,407881609511311
"49" 0,432664158882636
"50" 1,72251730113459
"51" 0,862527384733888
"52" 1,78886305945117
"53" 1,29015156601737
"54" 1,55280307162122
"55" 1,55707428523726
"56" 1,10704324228098
"57" 0,291903928027049
"58" 0,285393411849971
"59" 6,01968264221855
"60" 1,42758785363791
"61" 1,8809798166739
"62" 0,623513876130744
"63" 2,68423556945395
"64" 0,885158503260136
"65" 0,397299970037106
"66" 1,01231423063754
"67" 0,868335065840575
"68" 1,09327427324468
"69" 0,89061077179285
"70" 0,624948323519836
"71" 0,657755332107142
"72" 1,42845214499866
"73" 1,19812989709934
"74" 2,73471929902137
"75" 0,601262570165581
"76" 0,522256760106699
"77" 0,921297100213151
"78" 1,2438481147098
"79" 0,416031972833332
"80" 0,644584047478623
"81" 0,547863974252715
"82" 1,70118452719918
"83" 0,539643168281944
"84" 2,10023594348437
"85" 0,546763712139725
"86" 1,25140576273772
"87" 0,925809765572538
"88" 1,06403489427252
"89" 0,615603760916997
"90" 0,521350190275751
"91" 0,670309858381817
"92" 3,73882773199363
"93" 0,859536732692034
"94" 0,659143826639341
"95" 1,07172966742023
"96" 0,541823207765689
"97" 1,36662148341528
"98" 1,97760665813168
"99" 1,99607023837408
"100" 2,1164721143204
"101" 0,808600814788362
"102" 0,830696413424197
"103" 3,34708556382072
"104" 0,587246150316474
"105" 1,89853630711985
"106" 0,628394273730782
"107" 0,664476644514398
"108" 2,1750515288568
"109" 1,09660413939509
"110" 0,33226203735258
"111" 2,03438915777361
"112" 1,18259366798199
"113" 0,571160930270326
"114" 0,858752481314805
"115" 0,180284045352418
"116" 1,17035389293286
"117" 0,466369881385083
"118" 0,378134781224523
"119" 1,10700754537836
"120" 1,58819712877654
"121" 1,51519055230826
"122" 1,19287812186124
"123" 2,72205208949569
"124" 0,820021819281995
"125" 0,540699275305811
"126" 2,03619646094063
"127" 1,75674769490171
"128" 0,498103859636711
"129" 0,820200148355774
"130" 0,593919024616251
"131" 0,61966021739074
"132" 0,472235055635776
"133" 1,44014256563692
"134" 0,606121715393196
"135" 1,07241802849981
"136" 1,57624825877471
"137" 1,8336833551395
"138" 1,32518435861967
"139" 0,509709867106979
"140" 0,727705538511448
"141" 1,2401483593779
"142" 1,09648246759795
"143" 0,787705790143171
"144" 1,38501302949917
"145" 2,6759806877392
"146" 1,526918508768
"147" 2,16808418537306
"148" 0,454324993216424
"149" 1,34973680502079
"150" 0,808758336653633
"151" 0,531617934534509
"152" 1,2601467968705
"153" 1,08422215441848
"154" 1,40424413376223
"155" 0,85991975351726
"156" 1,01529602625485
"157" 0,555266095198358
"158" 1,31929365842216
"159" 1,1206715639793
"160" 1,73943825861828
"161" 0,554798333621614
"162" 1,31696581257828
"163" 0,483017053777336
"164" 0,253557028948109
"165" 0,476496538496801
"166" 0,85902438463108
"167" 0,615794626705421
"168" 1,5813387926836
"169" 2,07066555127347
"170" 0,736825025884897
"171" 0,432076733430168
"172" 0,782159995015883
"173" 1,40307373990763
"174" 1,62011065610704
"175" 0,206001394986481
"176" 1,9969391570553
"177" 0,752718613566008
"178" 0,454315558012749
"179" 1,48551501171147
"180" 0,487618661737992
"181" 0,963245645392183
"182" 1,75965185810605
"183" 1,56526336048462
"184" 1,4934625974929
"185" 1,12837869760672
"186" 0,75273353364883
"187" 0,748589799656247
"188" 1,19522392461036
"189" 1,45112390276088
"190" 0,854316165017775
"191" 0,366964942895996
"192" 1,46759502747109
"193" 0,832833335780769
"194" 1,40630635468912
"195" 1,06334737190043
"196" 0,981322194050314
"197" 0,883285004251744
"198" 0,538433025534691
"199" 0,77225779689626
"200" 1,39449239586053
"201" 0,520713735860099
"202" 0,917451422639536
"203" 0,673128490397113
"204" 0,791711774144507
"205" 0,749046886277462
"206" 2,2716448043764
"207" 0,852719357219887
"208" 0,482224547393399
"209" 0,589470773283785
"210" 1,25694153125463
"211" 0,977523426781425
"212" 0,727148661028327
"213" 4,13417729180448
"214" 2,18817354333585
"215" 1,31567684961544
"216" 0,856801477591616
"217" 0,882912620651713
"218" 2,48337224697402
"219" 1,38076722438492
"220" 1,099143254418
"221" 1,16275662205519
"222" 0,646164397699426
"223" 0,962089344424226
"224" 1,51257776190522
"225" 0,575791333083927
"226" 1,29389089511258
"227" 0,451337921928582
"228" 1,61118545581545
"229" 0,469687253653027
"230" 1,52440342655212
"231" 0,599639175982349
"232" 0,984000495057115
"233" 1,50537385963604
"234" 2,34117305421226
"235" 1,43408150939546
"236" 0,88520614923989
"237" 0,171188044197424
"238" 1,0956174597443
"239" 1,21936967815549
"240" 1,33714777394344
"241" 0,817675987270693
"242" 1,89141183002936
"243" 0,949420180715986
"244" 0,348560492264045
"245" 0,493170187068518
"246" 0,999087472198516
"247" 0,598607632587108
"248" 1,92987386856856
"249" 1,44351158449427
"250" 0,546821725717582
"251" 1,91319787480132
"252" 0,409470953120968
"253" 0,942202209033596
"254" 0,788719875238028
"255" 0,602487833337705
"256" 0,926730858057371
"257" 0,826347787739071
"258" 0,945975097484876
"259" 1,03024117548696
"260" 0,724379081405898
"261" 0,70172385816397
"262" 0,607552274851639
"263" 0,668833458255393
"264" 1,09797670779489
"265" 6,12209248180877
"266" 1,55746375243031
"267" 1,75100709739809
"268" 0,622704903720282
"269" 0,239095257065194
"270" 3,1323748269269
"271" 0,699404965758918
"272" 0,962153023658637
"273" 0,468500208048358
"274" 2,76491823898015
"275" 0,929131774353555
"276" 1,45666226363645
"277" 1,17868897731323
"278" 0,809644022272015
"279" 0,277977877470962
"280" 1,00999595221084
"281" 1,04546139954414
"282" 0,176126024552568
"283" 2,28586427785326
"284" 1,90119559115768
"285" 1,23895937637616
"286" 1,02224238205544
"287" 2,37003408477408
"288" 1,52805777527568
"289" 1,94191329429437
"290" 2,42111456700162
"291" 1,73690316122055
"292" 0,86247200027256
"293" 0,722597532991415
"294" 0,695967757929672
"295" 1,72590259254736
"296" 1,50014666001391
"297" 2,09213250628685
"298" 3,06879539455741
"299" 0,654321347269586
"300" 0,536943913488268
"301" 1,07921255196628
"302" 1,74265193482354
"303" 0,457594153979155
"304" 1,66341843930369
"305" 0,648629302791513
"306" 0,270772672748237
"307" 5,10938721859489
"308" 1,51443427245711
"309" 1,28521642217326
"310" 0,270655136114895
"311" 1,23307118437021
"312" 1,32561412281015
"313" 0,559173301140738
"314" 1,67041733787504
"315" 2,10599499433271
"316" 1,90547429293207
"317" 0,854170625192122
"318" 0,904064216900739
"319" 1,39004640611156
"320" 2,19260766150448
"321" 0,877714182421865
"322" 0,63607820015158
"323" 2,60509098580529
"324" 0,524927179548447
"325" 0,827426212740592
"326" 0,956143765747566
"327" 2,12891420635556
"328" 1,70691970735625
"329" 1,24645490310686
"330" 1,92613271570592
"331" 0,908209129513573
"332" 0,687755180660766
"333" 1,24819735570395
"334" 2,58158757413076
"335" 0,763085765154805
"336" 0,709407648004333
"337" 0,978848994685577
"338" 1,15712133461741
